"vizio","vice","vizio"
"incapacità","f. inability","incapacità"
"incapacità a fare qc","inability to do sth","incapacità a fare qc"
"concetto","concept","concetto"
"morale, morali","moral","morale, morali"
"gola","f. throat; gluttony, green","gola"
"possibilmente","possibly","possibilmente"
"fumare","to smoke; avere fumato","fumare"
"dipendenza","f. dependency, addiction","dipendenza"
"aggregazione","f. aggregation","aggregazione"
"socialmente utile","socially useful","socialmente utile"
"panna","f. cream","panna"
"mostra","f. exhibition, show","mostra"
"connotazione","f. connotation","connotazione"
"chiacchiere","f. sweet fritters","chiacchiere"
"carnevale","m. carnival","carnevale"
"addormentarsi","to go to sleep, fall asleep; essersi addormentato","addormentarsi"
"concordare","to agree; avere concordato","concordare"
"ritenere","to think, believe, consider; avere ritenuto","ritenere"
"ogni tanto","every now and then; occasionally","ogni tanto"
"conviviale, conviviali","convivial","conviviale, conviviali"
"evitare","to avoid, dodge, evade; avere evitato","evitare"
"evitare di fare","qc to avoid doing sth","evitare di fare"
"pigro, pigra","lazy","pigro, pigra"
"oziare","to laze around; avere oziato","oziare"
"assumere","to take on, engage, employ; avere assunto","assumere"
"moderazione","f.  moderation, restraint","moderazione"
"abusare","to abuse, take advantage of; avere abusato","abusare"
"esagerato, esagerata","exaggerated","esagerato, esagerata"
"costante, costanti","constant, steadfast","costante, costanti"
"pericoloso, pericolosa","dangerous; hazardous, risky","pericoloso, pericolosa"
"schiena","f. back","schiena"
"unghie","f. pl. nails","unghie"
"strappare","to tear, rip, pull out; avere strappato","strappare"
"impegno","m. obligation; promise, pledge; commitment","impegno"
"obiettivo","m. objective, aim, goal","obiettivo"
"culinario, culinaria","culinary","culinario, culinaria"
"individualismo","m. individualism","individualismo"
"dose","f. dose","dose"
"scandire","to articulate; pronounce clearly; avere scandito","scandire"
"sfera privata","f. private sphere","sfera privata"
"bilanciare","to balance; avere bilanciato","bilanciare"
"piano, piana","flat, level","piano, piana"
"in parole povere","in plain wordsl frankly, simply","in parole povere"
"sbagliato, sbagliata","wrong; full of mistakes","sbagliato, sbagliata"
"sano, sana","healthy, wholesome","sano, sana"
"sano e salvo","safe and sound","sano e salvo"
"ritenersi","to consider o.s.; essersi ritenuto","ritenersi"
"vietare","to forbid; prohibit, ban; avere vietato","vietare"
"vietare a qn di fare qc","to forbid sb to do sth","vietare a qn di fare qc"
"per forza","of course","per forza"
"sviluppare","to develop; avere sviluppato","sviluppare"
