"i buoni propositi","resolutions","i buoni propositi"
"comune, comuni","common, widespread","comune, comuni"
"rendere","to give back, return; render; make; a vere reso","rendere"
"prossimo, prossima","next; near, close","prossimo, prossima"
"ognuno","everybody, everyone","ognuno"
"salute","f. health","salute"
"cugino/a","m./f. cousin","cugino/a"
"cercare di (fare qc)","to try to (do sth)","cercare di (fare qc)"
"carriera","f. career","carriera"
"mettersi a dieta","to go on a diet","mettersi a dieta"
"risparmiare","to save; avere risparmiato","risparmiare"
"ambiente","m. environment","ambiente"
"pulito, pulita","clean; neat, tidy","pulito, pulita"
"inquinamento","m. pollution","inquinamento"
"la forma fisica","physical fitness","la forma fisica"
"viaggio","m. journey, trip","viaggio"
"arrabbiarsi","to get angry; essersi arrabiato","arrabbiarsi"
"imparare","to learn; avere imparato","imparare"
"dimagrire","to become thin, lose weight; essere dimagrito","dimagrire"
"smettere di fumare","to stop smoking","smettere di fumare"
"reciprocità","f. reciprocity","reciprocità"
"dirsi","to say to o.s.; essersi detto","dirsi"
"ottimisto, ottimista","optimistic","ottimisto, ottimista"
"obiettivo","m. objective, aim","obiettivo"
"raggiungere","to reach, catch up to, get to; avere raggiunto","raggiungere"
"dedicare","to dedicate, devote; avere dedicato","dedicare"
"cura della persona","self-care","cura della persona"
"trascurarsi","to neglect o.s.; essersi trascurato","trascurarsi"
"coltivare","to cultivate, grow; avere coltivato","coltivare"
"apprezzare","to appreciate; avere apprezzato","apprezzare"
"riuscire","to succeed, go out again, be able to; essere riuscito","riuscire"
"contento, contenta","content, glad","contento, contenta"
"teatro","m. theater","teatro"
"dedizione","f. dedication, devotion","dedizione"
"organizzarsi","to organize o.s., get o.s. organized; essersi organizzato","organizzarsi"
"impegnare","to occupy, keep busy, commit; avere impegnato","impegnare"
"massima","f. maximum","massima"
"positivo, positiva","positive","positivo, positiva"
"complicato, complicata","complicated","complicato, complicata"
"soddisfazione","f. satisfaction","soddisfazione"
"cinico, cinica","cynical","cinico, cinica"
"sereno, serena","clear, serene; calm","sereno, serena"
"auspicare","to hope for; avere auspicato","auspicare"
"proposito","m. intention, aim","proposito"
"avere il proposito di fare qc","to intend to do sth","avere il proposito di fare qc"
"fare qc di proposito","to do sth deliberately, on purpose","fare qc di proposito"
"condivisione","f. sharing","condivisione"
"strumento","m. tool, instrument","strumento"
"guadagnare","to earn; win; gain; avere guadagnato","guadagnare"
"in cambio (di)","in exchange, return (for)","in cambio (di)"
"ambito","m. area, field","ambito"
"contestualmente","at the same time","contestualmente"
"qualunque","any; whatever","qualunque"
"qualunque cosa","anything","qualunque cosa"
"compiere","to carry out, fulfill; finish, complete; avere compiuto","compiere"
"portare a termine qc","to bring sth to a conclusion","portare a termine qc"
