"comodo, comoda","convenient, handy, useful, comfortable","comodo, comoda"
"risparmiare","to save (money); avere risparmiato","risparmiare"
"preferire","to prefer; avere preferito","preferire"
"attualmente","at the moment, at present, currently","attualmente"
"periferia","f. periphery; outskirts, suburbs","periferia"
"per sbaglio","mistakenly, accidentally","per sbaglio"
"vantaggio","m. advantage, benefit","vantaggio"
"avere il vantaggio (di)","to have the advantage (of)","avere il vantaggio (di)"
"tranquillità","tranquility; calm, stillness","tranquillità"
"con tranquillità","calmly","con tranquillità"
"dimensione","f. dimension, size","dimensione"
"misura","f. measure, measurement, size","misura"
"a misura d'uomo","on a human scale","a misura d'uomo"
"di piccole dimensioni","small","di piccole dimensioni"
"di grandi dimensioni","large ","di grandi dimensioni"
"servizio","m. duty, service","servizio"
"a portata di mano","close, at hand, within reach, convenient","a portata di mano"
"interazione","f. interaction","interazione"
"campagna","f. country, countryside","campagna"
"zona remota","remote area","zona remota"
"spostarsi","to move; essersi spostato","spostarsi"
"casino","m. mess, chaos","casino"
"caotico, caotica","chaotic","caotico, caotica"
"a piedi","standing","a piedi"
"svantaggio","m. disadvantage, drawback","svantaggio"
"un pezzo","a piece","un pezzo"
"accedere","to enter, be admitted to, gain access to","accedere"
"centro urbano","urban centre","centro urbano"
"coda","f. tail; queue, line","coda"
"fare la coda","to stand in line, make a line ","fare la coda"
"mettersi in coda","to get in line, queue up","mettersi in coda"
"burocrazia","f. bureaucracy","burocrazia"
"fuori","out, outside","fuori"
"evento","m. event","evento"
"mostra","f. exhibition, show","mostra"
"inquinamento","m. pollution","inquinamento"
"gente","f. pl. people","gente"
"da una parte","on the one hand","da una parte"
"appagante, appaganti","satisfying, gratifying, fulfilling","appagante, appaganti"
"denso, densa","dense, thick","denso, densa"
"stressante, stressanti","stressful","stressante, stressanti"
"fortunato, fortunata","lucky, fortunate","fortunato, fortunata"
"pigro, pigra","lazy, idle","pigro, pigra"
"locali","venues, bars, pubs","locali"
"concerto","m. concert","concerto"
"un altro paio di maniche","a different question, another matter entirely","un altro paio di maniche"
"purtroppo","unfortunately","purtroppo"
"ogni tanto","every now and again; occasionally","ogni tanto"
"esperienza","f. experience","esperienza"
"senza esperienza","inexperienced ","senza esperienza"
"chissà","who knows, I wonder","chissà"
"apprezzare","to appreciate; avere apprezzato","apprezzare"
"sviluppo","m. development, growth","sviluppo"
"a parte","apart from, expect for","a parte"
"periodo più di punta","busiest period","periodo più di punta"
"rispetto a","compared to, in comparison with; with respect to, regarding","rispetto a"
"nel contempo","meanwhile, in the meantime","nel contempo"
"al contempo","at the same time","al contempo"
"motivo","m. reason. grounds, cause","motivo"
"paragone","m. comparison; analogy, parallel","paragone"
"fare un paragone tra","to compare ","fare un paragone tra"
"a paragone di","as compared to, in comparison with","a paragone di"
"attività","f. activity","attività"
"come mai?","how come?","come mai?"
"scappare (da)","to escape (from)","scappare (da)"
"ad oggi","to date","ad oggi"
