"tazza","f. cup","tazza"
"vetro","m. glass, piece of glass","vetro"
"metà pomeriggio","mid-afternoon","metà pomeriggio"
"sera","f. evening","sera"
"questione","f. question, matter, problem","questione"
"mettere qc in questione","to question sth","mettere qc in questione"
"essere questione di qc","to be a matter (question) of time","essere questione di qc"
"salute","f. health","salute"
"effetto strano","strange effect","effetto strano"
"grave, gravi","grave, serious","grave, gravi"
"tardo pomeriggio","late afternoon","tardo pomeriggio"
"giornata di lavoro","working day","giornata di lavoro"
"pesante, pesanti","heavy, rich; deep","pesante, pesanti"
"raramente","seldom, rarely","raramente"
"attivarsi","to get going, begin to do sth; essersi attivato","attivarsi"
"difficoltà","f. difficulty","difficoltà"
"vitale, vitali","vital","vitale, vitali"
"chicco","m.  bean, grain, bead","chicco"
"d'obbligo","a must","d'obbligo"
"coincidenza","f. coincidence, connection","coincidenza"
"macchinetta espresso","espresso machine","macchinetta espresso"
"zuccherato, zuccherata","sweetened","zuccherato, zuccherata"
"amaro, amara","bitter; unpleasant","amaro, amara"
"rilevante","remarkable, considerable; important","rilevante"
"gusto","m. taste, flavor","gusto"
"gustare","to taste; enjoy, savor; avere gustato","gustare"
"decaffeinato, decaffeinata","decaffeinated","decaffeinato, decaffeinata"
"agevole, agevoli","easy, smooth","agevole, agevoli"
"parecchio, parecchia","quite a lot (of), quite a bit","parecchio, parecchia"
"uscire male","to come out wrong, badly","uscire male"
"contare","to count; include, count (in), consider; avere contato","contare"
"senza contare","not counting; not to mention","senza contare"
"fisso, fissa","fixed, permanent, regular","fisso, fissa"
"abitudine","f. habit","abitudine"
"aver l'abitudine di fare qc","to be in the habit of doing sth","aver l'abitudine di fare qc"
"prendere/perdere l'abitudine di fare qc","to get into/out of the habit of doing sth","prendere/perdere l'abitudine di fare qc"
"per abitudine","from or out of habit","per abitudine"
"compreso, compresa","included, inclusive, including","compreso, compresa"
"tutto compreso","all inclusive, all in all","tutto compreso"
"accendersi","to start, catch on fire; to come on; essersi acceso","accendersi"
"sostenere","to sustain, uphold, support; avere sostenuto","sostenere"
"polvere","f. powder, dust","polvere"
"uguale, uguali","equal; identical, the same","uguale, uguali"
"leggermente","lightly, slightly","leggermente"
"amante di, amenti di","fond of, keen on","amante di, amenti di"
"abissale, abissali","abysmal","abissale, abissali"
"sapore","m. flavor","sapore"
"comodità","f. convenience, handiness, comfort","comodità"
"rapporto","m. connection, relationship","rapporto"
