"frase","f. sentence, phrase","frase"
"migliorare","to improve; essere miglorato","migliorare"
"passivamente","passively","passivamente"
"schiappa","f. dud, rubbish","schiappa"
"ostacolo","m. obstacle, difficulty","ostacolo"
"altrimenti","otherwise, or escludere","altrimenti"
"rimanere indietro","to stay back/behind, drop/lag behind, be left behind","rimanere indietro"
"attualità","f. pl. current affairs","attualità"
"abituare qn a qc","to get sb used to sth","abituare qn a qc"
"impedire","to obstruct; hamper, hinder; avere impedito","impedire"
"decifrare","to decode, decipher; avere decifrato","decifrare"
"pigro, pigra","lazy, idle","pigro, pigra"
"abituarsi a qc","to get used to sth","abituarsi a qc"
"approcciare","to approach; avere approcciato","approcciare"
"abituare qn a fare qc","to get sb used to doing sth","abituare qn a fare qc"
"abituare","to get used to; avere abituato","abituare"
"parola chiave","keyword","parola chiave"
"impegno","m. obligation; promise, pledge; commitment","impegno"
"velocità","f. speed, velocity","velocità"
"francamente","frankly","francamente"
"frustrato, frustrata","frustrated","frustrato, frustrata"
"autoflagellarsi","to beat oneself up; essersi autoflagellato","autoflagellarsi"
"scappare (da)","to escape (from)","scappare (da)"
"sottostimare","to underestimate, undervalue; avere sottostimato","sottostimare"
"inondazione","f. flood, flooding","inondazione"
"abituarsi a fare qc","to get used to to doing sth","abituarsi a fare qc"
"madrelingua","m./f. inv. native speaker","madrelingua"
"quotidianamente","daily, every day","quotidianamente"
"frequenza","f. frequency","frequenza"
"succedere","to happen; essere successo","succedere"
"peggiorare","to worsen, make worse; essere peggiorato","peggiorare"
"sbagliato, sbagliata","wrong","sbagliato, sbagliata"
"spiegare","to explain; avere spiegato","spiegare"
"concetto","m. concept","concetto"
"allenarsi","to train; essersi allenato","allenarsi"
"un sacco","a lot","un sacco"
"trascrizione","f. transcription","trascrizione"
"codice","m. code","codice"
"abituarsi","to get o.s. use to; essersi abituato","abituarsi"
"inondare (di)","to flood (with)","inondare (di)"
"prestare attenzione (a)","pay attention (to)","prestare attenzione (a)"
