"grosso, grossa","big, large; thick; heavy","grosso, grossa"
"sfigato, sfigata","nerdy, dorky, uncool","sfigato, sfigata"
"inventato, inventata","invented, made up","inventato, inventata"
"gradevole, gradevoli","agreeable, pleasant","gradevole, gradevoli"
"appassionato, appassionata","passionate, a lover of","appassionato, appassionata"
"libro","m. book","libro"
"leggere","to read; avere letto","leggere"
"parola","f. word","parola"
"dicotomia","f. dichotomy","dicotomia"
"vagabondaggio","m. wandering, roaming; vagrancy","vagabondaggio"
"aspetto","m. appearance, look; aspect, side","aspetto"
"delineare","to outline; avere delineato","delineare"
"atteggiamento","m. attitude","atteggiamento"
"consigliare","to advise, recommend, suggest","consigliare"
"consigliare a qn","to recommend to sb","consigliare a qn"
"consigliare a qn di fare qc","to advise sb to do sth","consigliare a qn di fare qc"
"bilanciare","to balance, weigh up; avere balinciato","bilanciare"
"nutrire","to feed, nourish; avere nutrito","nutrire"
"ricordare","to remember, recall; avere ricordato","ricordare"
"cane","m. dog","cane"
"scoprire","to discover, find out; avere scoperto","scoprire"
"grotta","f. cave","grotta"
"rifugio","m. shelter, refuge","rifugio"
"cercare rifugio in qc","to seek refuge in sth","cercare rifugio in qc"
"cercare rifugio presso qn","to seek refuge with sb","cercare rifugio presso qn"
"indagine","f. investigation, inquiry, enquiry","indagine"
"cambiare","to change; avere cambiato","cambiare"
"insomma","in short, all in all","insomma"
"dedicare","to dedicate, devote; avere dedicato","dedicare"
"dedicarsi (a)","to devote o.s. (to); essersi dedicato","dedicarsi (a)"
"dedicarsi ad altro","to focus on something else","dedicarsi ad altro"
"dunque","therefore, so; well (now), well (then)","dunque"
"confronto","m. comparison, confrontation","confronto"
"mettere a confronto","to compare; to confront","mettere a confronto"
"personaggio","character","personaggio"
"attraverso","through; across; over","attraverso"
"concentrarsi","to concentrate; essersi concentrato","concentrarsi"
"oltre","adv. farther, further; prep. on the other side of, beyond, over","oltre"
"immaginario, immaginaria","imaginary, make","immaginario, immaginaria"-believe
"ognuno","everybody, everyone","ognuno"
"di cosa si tratta?","what is it about?","di cosa si tratta?"
"prepotente","m./f. bully","prepotente"
"rendersi conto (di)","to realize (that)","rendersi conto (di)"
"trasferimento","m. transfer","trasferimento"
"dittatura","f. dictatorship","dittatura"
"approfondire","to deepen, make deeper; increase; avere approfondito","approfondire"
"scorrevole, scorrevoli","sliding; moving; flowing, fluent","scorrevole, scorrevoli"
"incertezza","f. uncertainty, hesitation, doubt","incertezza"
"serenità","peace, tranquility, serenity","serenità"
"improvviso, improvvisa","unexpected, sudden","improvviso, improvvisa"
"simpatico, simpatica","nice, pleasant, likeable","simpatico, simpatica"
"attualità","f. topicality, current affairs","attualità"
"contenere","to contain; hold; avere contenuto","contenere"
