"mercoledì","wednesday","mercoledì"
"parolaccia","f. bad word, swear word","parolaccia"
"mobile","m. piece of furniture","mobile"
"mettere qc in questione","to question sth","mettere qc in questione"
"mignolo","m. little finger, pinkie","mignolo"
"parola","f. word","parola"
"scopo didattico","educational purpose","scopo didattico"
"offesa"," f. offense , insult , wrong ","offesa"
"fare parte (di qc)","to be part (of sth), belong to (sth)","fare parte (di qc)"
"sorpreso, sorpresa","surprised, shocked, startled","sorpreso, sorpresa"
"capitare bene/male","to happen at a good time/at a bad time, turn out well/badly","capitare bene/male"
"scappare (da)","to escape (from)","scappare (da)"
"congiunzione","f. conjunction","congiunzione"
"giovedì","thursday","giovedì"
"imprecazione","f. abuse, curse","imprecazione"
"bambino/a, bambini/e","m./f. child","bambina, bambine"
"fallo","(gen) fault, flaw; (sport) foul","fallo"
"sfogare","to vent, unload; avere sfogato","sfogare"
"irrispettoso, irrispettosa"," disrespectful , inconsiderate ","irrispettoso, irrispettosa"
"traffico","m. traffic","traffico"
"in giro","around","in giro"
"stanchezza","f. fatigue, tiredness, weariness","stanchezza"
"praticamente","practically, almost; in a practical way","praticamente"
"contento, contenta","content, glad","contento, contenta"
"particolare, particolari","particular, distinctive; characteristic","particolare, particolari"
"più volte al giorno","many times a day","più volte al giorno"
"trattenersi","to restrain o.s., stop o.s.; essersi trattenuto","trattenersi"
"domenica","sunday","domenica"
"marcio, marcia","rotten, rotting; corrupt","marcio, marcia"
"a voce","orally, out loud","a voce"
"essere questione di qc","to be a matter (question) of sth","essere questione di qc"
"capitale","f. capital (city)","capitale"
"non mi viene nient'altro in mente","I can't think of anything else, nothing else comes to (my) mind","non mi viene nient'altro in mente"
"organo","m. organ, part","organo"
"andare in giro","to go, walk, wander around","andare in giro"
"auto","f. car, automobile","auto"
"venerdì","friday","venerdì"
"diretta","addressed","diretta"
"diminuire","to reduce, lower, decrease; essere diminuito","diminuire"
"capitare a proposito","to happen at the right moment","capitare a proposito"
"quotidiano, quotidiana","daily, everyday","quotidiano, quotidiana"
"alla fine","in the end","alla fine"
"piacevole, piacevoli","pleasant, nice, agreeable","piacevole, piacevoli"
"passaggio","passage, passing; crossing; (sport) pass","passaggio"
"disaccordo","m. disagreement, discord, conflict","disaccordo"
"utilizzare","to use, make use of, utilize; avere utilizzato","utilizzare"
"concetto","m. concept","concetto"
"cuffie","f. pl. headphones, headset","cuffie"
"capitare","(impers) to arrive, find o.s.; turn up, present itself; to happen; essere capitato","capitare"
"lavoro","m. job, task, work","lavoro"
"problema","m. problem, issue","problema"
"multa","m. fine","multa"
"solamente","only, just","solamente"
"usare","to use; avere usato","usare"
"rafforzare","to reinforce, strengthen; avere rafforzato","rafforzare"
"buono, buona","good","buono, buona"
"arrabbiato, arrabbiata","angry","arrabbiato, arrabbiata"
"volgare, volgari","vulgar, coarse","volgare, volgari"
"to hear","sentire; avere sentito","to hear"
"scomodo, scomoda","uncomfortable, inconvenient","scomodo, scomoda"
"capitare per caso","to happen by chance","capitare per caso"
"abbastanza","enough; quite, rather, fairly","abbastanza"
"sabato","saturday","sabato"
"capita (a tutti)","it happens (to everyone)","capita (a tutti)"
"regionale, regionali","regional","regionale, regionali"
"contenersi","to contain o.s.; essersi contenuto","contenersi"
"parecchio, parecchia","quite a lot (of), quite a bit","parecchio, parecchia"
"situazione","f. situation","situazione"
"aumentare","to increase, augment, raise; essere aumentato","aumentare"
"lunedì","monday","lunedì"
"enfatizzare","to emphasize, stress; avere enfatizzato","enfatizzare"
"offeso, offesa","offended, hurt, injured","offeso, offesa"
"sboccato, sboccata","foul-mouthed, coarse","sboccato, sboccata"
"datato, datata","dated","datato, datata"
"purtroppo","unfortunately","purtroppo"
"affettuoso, affettuosa","affectionate","affettuoso, affettuosa"
"curioso, curiosa","curious","curioso, curiosa"
"conoscere","to know (about); avere conosciuto","conoscere"
"martdeì","tuesday","martdedì"
"naturalmente","naturally","naturalmente"
"questione","f. question, matter, problem","questione"
"intercalare","filler word","intercalare"
"scappare","to escape, run away; essere scappato","scappare"
